language,filename,DirPath,Returncode,Command,Output,Stdout,Stderr
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1724:20: error: expected ';' before '<' token
 1724 |     __try_use_facet<messages<char> >(const locale&) _GLIBCXX_NOTHROW;
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1727:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct' is not a template
 1727 |     const moneypunct<char, true>&
      |           ^~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1728:5: error: 'use_facet' is not a template function
 1728 |     use_facet<moneypunct<char, true> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1728:14: error: expected ';' before '<' token
 1728 |     use_facet<moneypunct<char, true> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1731:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct' is not a template
 1731 |     const moneypunct<char, false>&
      |           ^~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1732:5: error: 'use_facet' is not a template function
 1732 |     use_facet<moneypunct<char, false> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1732:14: error: expected ';' before '<' token
 1732 |     use_facet<moneypunct<char, false> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1735:11: error: 'money_put' is not a template function
 1735 |     const money_put<char>&
      |           ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1735:20: error: expected ';' before '<' token
 1735 |     const money_put<char>&
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1739:11: error: 'money_get' is not a template function
 1739 |     const money_get<char>&
      |           ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1739:20: error: expected ';' before '<' token
 1739 |     const money_get<char>&
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1744:5: error: 'use_facet' is not a template function
 1744 |     use_facet<__timepunct<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1744:14: error: expected ';' before '<' token
 1744 |     use_facet<__timepunct<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1747:24: error: wrong number of template arguments (1, should be 2)
 1747 |     const time_put<char>&
      |                        ^
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.h:835:11: note: provided for 'template<class _CharT, class _OutIter> class nlohmann::json_abi_v3_11_3::detail::std::time_put'
  835 |     class time_put : public locale::facet
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1748:5: error: 'use_facet' is not a template function
 1748 |     use_facet<time_put<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1748:14: error: expected ';' before '<' token
 1748 |     use_facet<time_put<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1751:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::time_get' is not a template
 1751 |     const time_get<char>&
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1752:5: error: 'use_facet' is not a template function
 1752 |     use_facet<time_get<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1752:14: error: expected ';' before '<' token
 1752 |     use_facet<time_get<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1755:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::messages' is not a template
 1755 |     const messages<char>&
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1756:5: error: 'use_facet' is not a template function
 1756 |     use_facet<messages<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1756:14: error: expected ';' before '<' token
 1756 |     use_facet<messages<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1760:5: error: 'has_facet' is not a template function
 1760 |     has_facet<moneypunct<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1760:14: error: expected ';' before '<' token
 1760 |     has_facet<moneypunct<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1764:5: error: 'has_facet' is not a template function
 1764 |     has_facet<money_put<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1764:14: error: expected ';' before '<' token
 1764 |     has_facet<money_put<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1768:5: error: 'has_facet' is not a template function
 1768 |     has_facet<money_get<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1768:14: error: expected ';' before '<' token
 1768 |     has_facet<money_get<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1772:5: error: 'has_facet' is not a template function
 1772 |     has_facet<__timepunct<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1772:14: error: expected ';' before '<' token
 1772 |     has_facet<__timepunct<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1776:5: error: 'has_facet' is not a template function
 1776 |     has_facet<time_put<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1776:14: error: expected ';' before '<' token
 1776 |     has_facet<time_put<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1780:5: error: 'has_facet' is not a template function
 1780 |     has_facet<time_get<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1780:14: error: expected ';' before '<' token
 1780 |     has_facet<time_get<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1784:5: error: 'has_facet' is not a template function
 1784 |     has_facet<messages<char> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1784:14: error: expected ';' before '<' token
 1784 |     has_facet<messages<char> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1787:25: error: 'moneypunct' is not a class template
 1787 |   extern template class moneypunct<wchar_t, false>;
      |                         ^~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1787:25: error: explicit instantiation of non-template type 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct'
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1788:25: error: 'moneypunct' is not a class template
 1788 |   extern template class moneypunct<wchar_t, true>;
      |                         ^~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1788:25: error: explicit instantiation of non-template type 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct'
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1789:25: error: 'moneypunct_byname' is not a class template
 1789 |   extern template class moneypunct_byname<wchar_t, false>;
      |                         ^~~~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1789:25: error: explicit instantiation of non-template type 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct_byname'
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1790:25: error: 'moneypunct_byname' is not a class template
 1790 |   extern template class moneypunct_byname<wchar_t, true>;
      |                         ^~~~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1790:25: error: explicit instantiation of non-template type 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct_byname'
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1791:75: error: wrong number of template arguments (1, should be 2)
 1791 |   extern template class _GLIBCXX_NAMESPACE_LDBL_OR_CXX11 money_get<wchar_t>;
      |                                                                           ^
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.h:1506:11: note: provided for 'template<class _CharT, class _InIter> class nlohmann::json_abi_v3_11_3::detail::std::__cxx11::money_get'
 1506 |     class money_get : public locale::facet
      |           ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1792:75: error: wrong number of template arguments (1, should be 2)
 1792 |   extern template class _GLIBCXX_NAMESPACE_LDBL_OR_CXX11 money_put<wchar_t>;
      |                                                                           ^
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.h:1667:11: note: provided for 'template<class _CharT, class _OutIter> class nlohmann::json_abi_v3_11_3::detail::std::__cxx11::money_put'
 1667 |     class money_put : public locale::facet
      |           ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1793:25: error: explicit instantiation of 'class nlohmann::json_abi_v3_11_3::detail::std::__timepunct<wchar_t>' before definition of template
 1793 |   extern template class __timepunct<wchar_t>;
      |                         ^~~~~~~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1794:41: error: wrong number of template arguments (1, should be 2)
 1794 |   extern template class time_put<wchar_t>;
      |                                         ^
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.h:835:11: note: provided for 'template<class _CharT, class _OutIter> class nlohmann::json_abi_v3_11_3::detail::std::time_put'
  835 |     class time_put : public locale::facet
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1795:48: error: wrong number of template arguments (1, should be 2)
 1795 |   extern template class time_put_byname<wchar_t>;
      |                                                ^
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.h:931:11: note: provided for 'template<class _CharT, class _OutIter> class nlohmann::json_abi_v3_11_3::detail::std::time_put_byname'
  931 |     class time_put_byname : public time_put<_CharT, _OutIter>
      |           ^~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1796:25: error: 'time_get' is not a class template
 1796 |   extern template class time_get<wchar_t>;
      |                         ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1796:25: error: explicit instantiation of non-template type 'nlohmann::json_abi_v3_11_3::detail::std::time_get'
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1797:25: error: 'time_get_byname' is not a class template
 1797 |   extern template class time_get_byname<wchar_t>;
      |                         ^~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1797:25: error: explicit instantiation of non-template type 'nlohmann::json_abi_v3_11_3::detail::std::time_get_byname'
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1798:25: error: 'messages' is not a class template
 1798 |   extern template class messages<wchar_t>;
      |                         ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1798:25: error: explicit instantiation of non-template type 'nlohmann::json_abi_v3_11_3::detail::std::messages'
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1799:25: error: 'messages_byname' is not a class template
 1799 |   extern template class messages_byname<wchar_t>;
      |                         ^~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1799:25: error: explicit instantiation of non-template type 'nlohmann::json_abi_v3_11_3::detail::std::messages_byname'
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1802:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct' is not a template
 1802 |     const moneypunct<wchar_t, true>*
      |           ^~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1803:5: error: '__try_use_facet' is not a template function
 1803 |     __try_use_facet<moneypunct<wchar_t, true> >(const locale&) _GLIBCXX_NOTHROW;
      |     ^~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1803:20: error: expected ';' before '<' token
 1803 |     __try_use_facet<moneypunct<wchar_t, true> >(const locale&) _GLIBCXX_NOTHROW;
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1806:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct' is not a template
 1806 |     const moneypunct<wchar_t, false>*
      |           ^~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1807:5: error: '__try_use_facet' is not a template function
 1807 |     __try_use_facet<moneypunct<wchar_t, false> >(const locale&) _GLIBCXX_NOTHROW;
      |     ^~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1807:20: error: expected ';' before '<' token
 1807 |     __try_use_facet<moneypunct<wchar_t, false> >(const locale&) _GLIBCXX_NOTHROW;
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1810:11: error: 'money_put' is not a template function
 1810 |     const money_put<wchar_t>*
      |           ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1810:20: error: expected ';' before '<' token
 1810 |     const money_put<wchar_t>*
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1814:11: error: 'money_get' is not a template function
 1814 |     const money_get<wchar_t>*
      |           ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1814:20: error: expected ';' before '<' token
 1814 |     const money_get<wchar_t>*
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1819:5: error: '__try_use_facet' is not a template function
 1819 |     __try_use_facet<__timepunct<wchar_t> >(const locale&) _GLIBCXX_NOTHROW;
      |     ^~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1819:20: error: expected ';' before '<' token
 1819 |     __try_use_facet<__timepunct<wchar_t> >(const locale&) _GLIBCXX_NOTHROW;
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1822:27: error: wrong number of template arguments (1, should be 2)
 1822 |     const time_put<wchar_t>*
      |                           ^
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.h:835:11: note: provided for 'template<class _CharT, class _OutIter> class nlohmann::json_abi_v3_11_3::detail::std::time_put'
  835 |     class time_put : public locale::facet
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1823:5: error: '__try_use_facet' is not a template function
 1823 |     __try_use_facet<time_put<wchar_t> >(const locale&) _GLIBCXX_NOTHROW;
      |     ^~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1823:20: error: expected ';' before '<' token
 1823 |     __try_use_facet<time_put<wchar_t> >(const locale&) _GLIBCXX_NOTHROW;
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1826:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::time_get' is not a template
 1826 |     const time_get<wchar_t>*
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1827:5: error: '__try_use_facet' is not a template function
 1827 |     __try_use_facet<time_get<wchar_t> >(const locale&) _GLIBCXX_NOTHROW;
      |     ^~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1827:20: error: expected ';' before '<' token
 1827 |     __try_use_facet<time_get<wchar_t> >(const locale&) _GLIBCXX_NOTHROW;
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1830:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::messages' is not a template
 1830 |     const messages<wchar_t>*
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1831:5: error: '__try_use_facet' is not a template function
 1831 |     __try_use_facet<messages<wchar_t> >(const locale&) _GLIBCXX_NOTHROW;
      |     ^~~~~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1831:20: error: expected ';' before '<' token
 1831 |     __try_use_facet<messages<wchar_t> >(const locale&) _GLIBCXX_NOTHROW;
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1834:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct' is not a template
 1834 |     const moneypunct<wchar_t, true>&
      |           ^~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1835:5: error: 'use_facet' is not a template function
 1835 |     use_facet<moneypunct<wchar_t, true> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1835:14: error: expected ';' before '<' token
 1835 |     use_facet<moneypunct<wchar_t, true> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1838:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::moneypunct' is not a template
 1838 |     const moneypunct<wchar_t, false>&
      |           ^~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1839:5: error: 'use_facet' is not a template function
 1839 |     use_facet<moneypunct<wchar_t, false> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1839:14: error: expected ';' before '<' token
 1839 |     use_facet<moneypunct<wchar_t, false> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1842:11: error: 'money_put' is not a template function
 1842 |     const money_put<wchar_t>&
      |           ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1842:20: error: expected ';' before '<' token
 1842 |     const money_put<wchar_t>&
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1846:11: error: 'money_get' is not a template function
 1846 |     const money_get<wchar_t>&
      |           ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1846:20: error: expected ';' before '<' token
 1846 |     const money_get<wchar_t>&
      |                    ^
      |                    ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1851:5: error: 'use_facet' is not a template function
 1851 |     use_facet<__timepunct<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1851:14: error: expected ';' before '<' token
 1851 |     use_facet<__timepunct<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1854:27: error: wrong number of template arguments (1, should be 2)
 1854 |     const time_put<wchar_t>&
      |                           ^
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.h:835:11: note: provided for 'template<class _CharT, class _OutIter> class nlohmann::json_abi_v3_11_3::detail::std::time_put'
  835 |     class time_put : public locale::facet
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1855:5: error: 'use_facet' is not a template function
 1855 |     use_facet<time_put<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1855:14: error: expected ';' before '<' token
 1855 |     use_facet<time_put<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1858:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::time_get' is not a template
 1858 |     const time_get<wchar_t>&
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1859:5: error: 'use_facet' is not a template function
 1859 |     use_facet<time_get<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1859:14: error: expected ';' before '<' token
 1859 |     use_facet<time_get<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1862:11: error: 'nlohmann::json_abi_v3_11_3::detail::std::messages' is not a template
 1862 |     const messages<wchar_t>&
      |           ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1863:5: error: 'use_facet' is not a template function
 1863 |     use_facet<messages<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1863:14: error: expected ';' before '<' token
 1863 |     use_facet<messages<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1867:5: error: 'has_facet' is not a template function
 1867 |     has_facet<moneypunct<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1867:14: error: expected ';' before '<' token
 1867 |     has_facet<moneypunct<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1871:5: error: 'has_facet' is not a template function
 1871 |     has_facet<money_put<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1871:14: error: expected ';' before '<' token
 1871 |     has_facet<money_put<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1875:5: error: 'has_facet' is not a template function
 1875 |     has_facet<money_get<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1875:14: error: expected ';' before '<' token
 1875 |     has_facet<money_get<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1879:5: error: 'has_facet' is not a template function
 1879 |     has_facet<__timepunct<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1879:14: error: expected ';' before '<' token
 1879 |     has_facet<__timepunct<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1883:5: error: 'has_facet' is not a template function
 1883 |     has_facet<time_put<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1883:14: error: expected ';' before '<' token
 1883 |     has_facet<time_put<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1887:5: error: 'has_facet' is not a template function
 1887 |     has_facet<time_get<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1887:14: error: expected ';' before '<' token
 1887 |     has_facet<time_get<wchar_t> >(const locale&);
      |              ^
      |              ;
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1891:5: error: 'has_facet' is not a template function
 1891 |     has_facet<messages<wchar_t> >(const locale&);
      |     ^~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_facets_nonio.tcc:1891:14: error: expected ';' before '<' token
 1891 |     has_facet<messages<wchar_t> >(const locale&);
      |              ^
      |              ;
In file included from C:/Strawberry/c/include/c++/13.2.0/locale:45:
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h: In function 'bool nlohmann::json_abi_v3_11_3::detail::std::__do_str_codecvt(const _InChar*, const _InChar*, _OutStr&, const _Codecvt&, _State&, size_t&, _Fn)':
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:90:32: error: 'is_same' was not declared in this scope; did you mean 'std::is_same'?
   90 |       if _GLIBCXX17_CONSTEXPR (is_same<typename _Codecvt::intern_type,
      |                                ^~~~~~~
      |                                std::is_same
C:/Strawberry/c/include/c++/13.2.0/type_traits:709:12: note: 'std::is_same' declared here
  709 |     struct is_same;
      |            ^~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:90:70: error: expected '(' before ',' token
   90 |       if _GLIBCXX17_CONSTEXPR (is_same<typename _Codecvt::intern_type,
      |                                                                      ^
      |                                                                      (
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:91:70: error: expected '(' before '>' token
   91 |                                        typename _Codecvt::extern_type>())
      |                                                                      ^
      |                                                                      (
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:91:72: error: expected primary-expression before ')' token
   91 |                                        typename _Codecvt::extern_type>())
      |                                                                        ^
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h: At global scope:
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:108:22: error: 'basic_string' has not been declared
  108 |                      basic_string<_CharT, _Traits, _Alloc>& __outstr,
      |                      ^~~~~~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:108:34: error: expected ',' or '...' before '<' token
  108 |                      basic_string<_CharT, _Traits, _Alloc>& __outstr,
      |                                  ^
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h: In function 'bool nlohmann::json_abi_v3_11_3::detail::std::__str_codecvt_in(const char*, const char*, int)':
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:118:48: error: '__outstr' was not declared in this scope
  118 |       return __do_str_codecvt(__first, __last, __outstr, __cvt, __state,
      |                                                ^~~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:118:58: error: '__cvt' was not declared in this scope; did you mean '_gcvt'?
  118 |       return __do_str_codecvt(__first, __last, __outstr, __cvt, __state,
      |                                                          ^~~~~
      |                                                          _gcvt
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:118:65: error: '__state' was not declared in this scope; did you mean '_State'?
  118 |       return __do_str_codecvt(__first, __last, __outstr, __cvt, __state,
      |                                                                 ^~~~~~~
      |                                                                 _State
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h:119:31: error: '__count' was not declared in this scope
  119 |                               __count, __fn);
      |                               ^~~~~~~
C:/Strawberry/c/include/c++/13.2.0/bits/locale_conv.h: At global scope:
