language,File Path,C++ToC#.cs,returncode,input,Expected,actualy
Java,./Projects/HumanEvalX\113\ExecutionsExp6Run2\08-15-2024_23h01m14s\PythonToJava.java,PythonToJava.java,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],[the number of odd elements 4n the str4ng 4 of the 4nput.]
Java,./Projects/HumanEvalX\149\ExecutionsExp6Run2\08-15-2024_23h48m57s\PythonToJava.java,PythonToJava.java,0,"[['aa', 'a', 'aaa']]",['aa'],[aa]
Java,./Projects/HumanEvalX\158\ExecutionsExp6Run2\08-16-2024_00h00m13s\JavascriptToJava.java,JavascriptToJava.java,0,"[['name', 'enam', 'game']]",enam,string
Java,./Projects/HumanEvalX\110\ExecutionsExp6Run2\08-15-2024_22h59m12s\PythonToJava.java,PythonToJava.java,0,"[[1, 2, 3, 4], [1, 2, 3, 4]]",YES,NO
Java,./Projects/HumanEvalX\40\ExecutionsExp6Run2\08-16-2024_00h34m42s\PythonToJava.java,PythonToJava.java,0,"[[1, 3, 5, 0]]",False,True
Java,./Projects/HumanEvalX\58\ExecutionsExp6Run2\08-16-2024_00h50m34s\PythonToJava.java,PythonToJava.java,0,"[[1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]]","[1, 5, 653]","[2, 3]"
Java,./Projects/HumanEvalX\116\ExecutionsExp6Run2\08-15-2024_23h03m31s\JavascriptToJava.java,JavascriptToJava.java,0,"[[1, 5, 2, 3, 4]]","[1, 2, 4, 3, 5]","[2, 3, 5]"
Java,./Projects/HumanEvalX\4\ExecutionsExp6Run2\08-16-2024_00h33m26s\JavascriptToJava.java,JavascriptToJava.java,0,"[[1.0, 2.0, 3.0]]",1e-06,"(1, 111111.0)"
Java,./Projects/HumanEvalX\0\ExecutionsExp6Run2\08-15-2024_22h36m58s\PythonToJava.java,PythonToJava.java,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3]",True,False
Java,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\JavascriptToJava.java,JavascriptToJava.java,0,"[[1234, 423, 463, 145, 2, 423, 423, 53, 6, 37, 3457, 3, 56, 0, 46]]","[0, 2, 3, 6, 53, 423, 423, 423, 1234, 145, 37, 46, 56, 463, 3457]","[-1, -11, 1, -12, 11]"
Java,./Projects/HumanEvalX\104\ExecutionsExp6Run2\08-15-2024_22h47m41s\PythonToJava.java,PythonToJava.java,0,"[[15, 33, 1422, 1]]","[1, 15, 33]",[]
Java,./Projects/HumanEvalX\104\ExecutionsExp6Run2\08-15-2024_22h47m41s\JavascriptToJava.java,JavascriptToJava.java,0,"[[152, 323, 1422, 10]]",[],"[1, 15, 33]"
Java,./Projects/HumanEvalX\105\ExecutionsExp6Run2\08-15-2024_22h49m47s\JavascriptToJava.java,JavascriptToJava.java,0,"[[2, 1, 1, 4, 5, 8, 2, 3]]","['Eight', 'Five', 'Four', 'Three', 'Two', 'Two', 'One', 'One']","[Eight, Five, Four, Three, Two, Two, One, One]"
Java,./Projects/HumanEvalX\105\ExecutionsExp6Run2\08-15-2024_22h49m47s\PythonToJava.java,PythonToJava.java,0,"[[2, 1, 1, 4, 5, 8, 2, 3]]","['Eight', 'Five', 'Four', 'Three', 'Two', 'Two', 'One', 'One']","[Eight, Five, Four, Two, One, One]"
Java,./Projects/HumanEvalX\85\ExecutionsExp6Run2\08-16-2024_01h24m01s\PythonToJava.java,PythonToJava.java,0,"[[4, 5, 6, 7, 2, 122]]",122,88
Java,./Projects/HumanEvalX\58\ExecutionsExp6Run2\08-16-2024_00h50m34s\JavascriptToJava.java,JavascriptToJava.java,0,"[[5, 3, 2, 8], [3, 2]]","[2, 3]","[1, 5, 653]"
Java,./Projects/HumanEvalX\5\ExecutionsExp6Run2\08-16-2024_00h44m32s\PythonToJava.java,PythonToJava.java,0,"[[5, 6, 3, 2], 8]","[5, 8, 6, 8, 3, 8, 2]",[]
Java,./Projects/HumanEvalX\29\ExecutionsExp6Run2\08-16-2024_00h23m01s\PythonToJava.java,PythonToJava.java,0,"[[], 'john']",[],"[xxx, xxxAAA, xxx]"
Java,./Projects/HumanEvalX\74\ExecutionsExp6Run2\08-16-2024_01h11m16s\PythonToJava.java,PythonToJava.java,0,"[[], []]",[],"[hi, hi]"
Java,./Projects/HumanEvalX\8\ExecutionsExp6Run2\08-16-2024_01h16m15s\JavascriptToJava.java,JavascriptToJava.java,0,[[]],"[0, 1]","[0, 0]"
JavaScript,./Projects/HumanEvalX\124\ExecutionsExp6Run2\08-15-2024_23h15m48s\JavaToJavascript.js,JavaToJavascript.js,0,['15-01-2012'],False,True
JavaScript,./Projects/HumanEvalX\67\ExecutionsExp6Run2\08-16-2024_01h00m43s\JavaToJavascript.js,JavaToJavascript.js,0,"['5 apples and 6 oranges', 21]",10,8
JavaScript,./Projects/HumanEvalX\153\ExecutionsExp6Run2\08-15-2024_23h55m23s\C++ToJavascript.js,C++ToJavascript.js,0,"['Boku123', ['nani', 'NazeDa', 'YEs.WeCaNe', '32145tggg']]",Boku123.YEs.WeCaNe,Watashi.eIGHt8OKe
JavaScript,./Projects/HumanEvalX\153\ExecutionsExp6Run2\08-15-2024_23h55m23s\JavaToJavascript.js,JavaToJavascript.js,0,"['Boku123', ['nani', 'NazeDa', 'YEs.WeCaNe', '32145tggg']]",Boku123.YEs.WeCaNe,Watashi.eIGHt8OKe
JavaScript,./Projects/HumanEvalX\91\ExecutionsExp6Run2\08-16-2024_01h31m12s\PythonToJavascript.js,PythonToJavascript.js,0,['I love It !'],1,0
JavaScript,./Projects/HumanEvalX\119\ExecutionsExp6Run2\08-15-2024_23h07m13s\C++ToJavascript.js,C++ToJavascript.js,0,"[[')', ')']]",No,Yes
JavaScript,./Projects/HumanEvalX\113\ExecutionsExp6Run2\08-15-2024_23h01m14s\PythonToJavascript.js,PythonToJavascript.js,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],['the number of odd elements 1n the str1ng 1 of the 1nput.']
JavaScript,./Projects/HumanEvalX\113\ExecutionsExp6Run2\08-15-2024_23h01m14s\JavaToJavascript.js,JavaToJavascript.js,0,"[['3', '11111111']]","['the number of odd elements 1n the str1ng 1 of the 1nput.', 'the number of odd elements 8n the str8ng 8 of the 8nput.']",['the number of odd elements 4n the str4ng 4 of the 4nput.']
JavaScript,./Projects/HumanEvalX\149\ExecutionsExp6Run2\08-15-2024_23h48m57s\C++ToJavascript.js,C++ToJavascript.js,0,"[['AI', 'ai', 'au']]","['AI', 'ai', 'au']","['ai', 'AI', 'au']"
JavaScript,./Projects/HumanEvalX\7\ExecutionsExp6Run2\08-16-2024_01h05m22s\JavaToJavascript.js,JavaToJavascript.js,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",[]
JavaScript,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]",1
JavaScript,./Projects/HumanEvalX\3\ExecutionsExp6Run2\08-16-2024_00h24m35s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, -4, 5, 6]]",True,False
JavaScript,./Projects/HumanEvalX\120\ExecutionsExp6Run2\08-15-2024_23h09m16s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3, -23, 243, -400, 0], 0]",[],"[-400, -23, 0, 1, 2, 3, 243]"
JavaScript,./Projects/HumanEvalX\135\ExecutionsExp6Run2\08-15-2024_23h30m50s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 4, 3, 5]]",3,-1
JavaScript,./Projects/HumanEvalX\0\ExecutionsExp6Run2\08-15-2024_22h36m58s\JavaToJavascript.js,JavaToJavascript.js,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3]",True,False
JavaScript,./Projects/HumanEvalX\104\ExecutionsExp6Run2\08-15-2024_22h47m41s\C++ToJavascript.js,C++ToJavascript.js,0,"[[15, 33, 1422, 1]]","[1, 15, 33]",[]
JavaScript,./Projects/HumanEvalX\21\ExecutionsExp6Run2\08-16-2024_00h14m41s\C++ToJavascript.js,C++ToJavascript.js,0,"[[2.0, 49.9]]","[0.0, 1.0]","[1, 0]"
JavaScript,./Projects/HumanEvalX\68\ExecutionsExp6Run2\08-16-2024_01h02m01s\C++ToJavascript.js,C++ToJavascript.js,0,"[[4, 2, 3]]","[2, 1]",[]
JavaScript,./Projects/HumanEvalX\29\ExecutionsExp6Run2\08-16-2024_00h23m01s\JavaToJavascript.js,JavaToJavascript.js,0,"[[], 'john']",[],"['xxx', 'xxxAAA', 'xxx']"
Pascal,./Projects/HumanEvalX\1\ExecutionsExp6Run2\08-15-2024_22h40m02s\PythonToPascal.pas,PythonToPascal.pas,0,['() (()) ((())) (((())))'],"['()', '(())', '((()))', '(((())))']","['(()())', '((()))', '()', '((())()())']"
Pascal,./Projects/HumanEvalX\11\ExecutionsExp6Run2\08-15-2024_22h57m55s\C++ToPascal.pas,C++ToPascal.pas,0,"['111000', '101010']",010010,010010
Pascal,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\JavaToPascal.pas,JavaToPascal.pas,0,['14.5'],15,0
Pascal,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\PythonToPascal.pas,PythonToPascal.pas,0,['14.5'],15,0
Pascal,./Projects/HumanEvalX\153\ExecutionsExp6Run2\08-15-2024_23h55m23s\JavaToPascal.pas,JavaToPascal.pas,0,"['Boku123', ['nani', 'NazeDa', 'YEs.WeCaNe', '32145tggg']]",Boku123.YEs.WeCaNe,Watashi.eIGHt8OKe
Pascal,./Projects/HumanEvalX\98\ExecutionsExp6Run2\08-16-2024_01h36m42s\C++ToPascal.pas,C++ToPascal.pas,0,['U'],1,0
Pascal,./Projects/HumanEvalX\153\ExecutionsExp6Run2\08-15-2024_23h55m23s\PythonToPascal.pas,PythonToPascal.pas,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,Boku123.YEs.WeCaNe
Pascal,./Projects/HumanEvalX\10\ExecutionsExp6Run2\08-15-2024_22h41m56s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,['xyz'],xyzyx,xyzxyxyxy
Pascal,./Projects/HumanEvalX\118\ExecutionsExp6Run2\08-15-2024_23h05m41s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,['yogurt'],u,t
Pascal,./Projects/HumanEvalX\102\ExecutionsExp6Run2\08-15-2024_22h46m42s\JavaToPascal.pas,JavaToPascal.pas,0,"[12, 15]",14,0
Pascal,./Projects/HumanEvalX\71\ExecutionsExp6Run2\08-16-2024_01h08m50s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[3, 4, 5]",6.0,"(6, 0)"
Pascal,./Projects/HumanEvalX\13\ExecutionsExp6Run2\08-15-2024_23h22m00s\JavaToPascal.pas,JavaToPascal.pas,0,"[3, 7]",1,0
Pascal,./Projects/HumanEvalX\147\ExecutionsExp6Run2\08-15-2024_23h47m20s\C++ToPascal.pas,C++ToPascal.pas,0,[5],1,0
Pascal,./Projects/HumanEvalX\150\ExecutionsExp6Run2\08-15-2024_23h52m27s\JavaToPascal.pas,JavaToPascal.pas,0,"[7, 34, 12]",34,0
Pascal,./Projects/HumanEvalX\119\ExecutionsExp6Run2\08-15-2024_23h07m13s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[['()(', ')']]",Yes,No
Pascal,./Projects/HumanEvalX\119\ExecutionsExp6Run2\08-15-2024_23h07m13s\JavaToPascal.pas,JavaToPascal.pas,0,"[['()(', ')']]",Yes,No
Pascal,./Projects/HumanEvalX\119\ExecutionsExp6Run2\08-15-2024_23h07m13s\PythonToPascal.pas,PythonToPascal.pas,0,"[['()(', ')']]",Yes,No
Pascal,./Projects/HumanEvalX\119\ExecutionsExp6Run2\08-15-2024_23h07m13s\C++ToPascal.pas,C++ToPascal.pas,0,"[[')())', '(()()(']]",Yes,No
Pascal,./Projects/HumanEvalX\149\ExecutionsExp6Run2\08-15-2024_23h48m57s\PythonToPascal.pas,PythonToPascal.pas,0,"[['aaaa', 'bbbb', 'dd', 'cc']]","['cc', 'dd', 'aaaa', 'bbbb']","['aaaa', 'bbbb', 'cc', 'dd']"
Pascal,./Projects/HumanEvalX\74\ExecutionsExp6Run2\08-16-2024_01h11m16s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[['hi', 'admin'], ['hi', 'hi']]","['hi', 'hi']",[]
Pascal,./Projects/HumanEvalX\158\ExecutionsExp6Run2\08-16-2024_00h00m13s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[['name', 'of', 'string']]",string,enam
Pascal,./Projects/HumanEvalX\127\ExecutionsExp6Run2\08-15-2024_23h19m57s\C++ToPascal.pas,C++ToPascal.pas,0,"[[-2, -2], [-3, -2]]",NO,YES
Pascal,./Projects/HumanEvalX\116\ExecutionsExp6Run2\08-15-2024_23h03m31s\PythonToPascal.pas,PythonToPascal.pas,0,"[[-2, -3, -4, -5, -6]]","[-4, -2, -6, -5, -3]","[1, 2, 4, 3, 5]"
Pascal,./Projects/HumanEvalX\108\ExecutionsExp6Run2\08-15-2024_22h53m45s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 1, 2, -2, 3, 4, 5]]",6,4
Pascal,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, -1, 1, 11]"
Pascal,./Projects/HumanEvalX\110\ExecutionsExp6Run2\08-15-2024_22h59m12s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 2, 3, 4], [1, 2, 3, 4]]",YES,NO
Pascal,./Projects/HumanEvalX\70\ExecutionsExp6Run2\08-16-2024_01h07m03s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1, 2, 3, 4]]","[1, 4, 2, 3]","[5, 9, 6, 8, 7]"
Pascal,./Projects/HumanEvalX\135\ExecutionsExp6Run2\08-15-2024_23h30m50s\JavaToPascal.pas,JavaToPascal.pas,0,"[[1, 2, 4, 5]]",-1,3
Pascal,./Projects/HumanEvalX\127\ExecutionsExp6Run2\08-15-2024_23h19m57s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 2], [2, 3]]",NO,YES
Pascal,./Projects/HumanEvalX\133\ExecutionsExp6Run2\08-15-2024_23h27m35s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1.0, 2, 3]]",14,13
Pascal,./Projects/HumanEvalX\104\ExecutionsExp6Run2\08-15-2024_22h47m41s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[152, 323, 1422, 10]]",[],"[1, 15, 33]"
Pascal,./Projects/HumanEvalX\104\ExecutionsExp6Run2\08-15-2024_22h47m41s\PythonToPascal.pas,PythonToPascal.pas,0,"[[152, 323, 1422, 10]]",[],"[1, 15, 33]"
Pascal,./Projects/HumanEvalX\21\ExecutionsExp6Run2\08-16-2024_00h14m41s\C++ToPascal.pas,C++ToPascal.pas,0,"[[2.0, 49.9]]","[0.0, 1.0]","[0, 0, 1, 0]"
Pascal,./Projects/HumanEvalX\109\ExecutionsExp6Run2\08-15-2024_22h55m50s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[3, 4, 5, 1, 2]]",True,False
Pascal,./Projects/HumanEvalX\81\ExecutionsExp6Run2\08-16-2024_01h18m46s\PythonToPascal.pas,PythonToPascal.pas,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']",['D+']
Pascal,./Projects/HumanEvalX\69\ExecutionsExp6Run2\08-16-2024_01h03m45s\C++ToPascal.pas,C++ToPascal.pas,0,"[[5, 5, 5, 5, 1]]",1,0
Pascal,./Projects/HumanEvalX\7\ExecutionsExp6Run2\08-16-2024_01h05m22s\JavaToPascal.pas,JavaToPascal.pas,0,"[[], 'john']",[],['john']
Pascal,./Projects/HumanEvalX\26\ExecutionsExp6Run2\08-16-2024_00h19m08s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[[]],[],"[1, 3, 5]"
Pascal,./Projects/HumanEvalX\28\ExecutionsExp6Run2\08-16-2024_00h21m48s\PythonToPascal.pas,PythonToPascal.pas,0,[[]],,
Python,./Projects/HumanEvalX\118\ExecutionsExp6Run2\08-15-2024_23h05m41s\JavascriptToPython.py,JavascriptToPython.py,0,['yogurt'],u,g
Python,./Projects/HumanEvalX\113\ExecutionsExp6Run2\08-15-2024_23h01m14s\C++ToPython.py,C++ToPython.py,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],['the number of odd elements 1n the str1ng 1 of the 1nput.']
Python,./Projects/HumanEvalX\149\ExecutionsExp6Run2\08-15-2024_23h48m57s\C++ToPython.py,C++ToPython.py,0,"[['aa', 'a', 'aaa']]",['aa'],[]
Python,./Projects/HumanEvalX\158\ExecutionsExp6Run2\08-16-2024_00h00m13s\C++ToPython.py,C++ToPython.py,0,"[['name', 'of', 'string']]",string,a
Python,./Projects/HumanEvalX\105\ExecutionsExp6Run2\08-15-2024_22h49m47s\C++ToPython.py,C++ToPython.py,0,[[]],[],"['Eight', 'Five', 'Four', 'Three', 'Two', 'Two', 'One', 'One']"
